ID,School,ADDRESS,pincodes,REASON,CircleName,RegionName,DivisionName,OfficeName,OfficeType,Delivery,District,StateName,,COUNTA of ADDRESS,,REASON,,,,,,
67166,Montesseri Academy,"Kumarganj- Patiram Rd, near Post Office, Patiram, West Bengal 733133",733133,Hot Lead,West Bengal Circle,North Bengal Region,Dinajpur Division,Batun BO,BO,Delivery,DINAJPUR DAKSHIN,WEST BENGAL,,,,,,,,,,
67167,gomtesh eng medium school,"Gomatesh Nagar, Nipani Murgud Rd, Niapni, Karnataka 591237, 95958 91000, 8669126850",591237,Hot Lead,Karnataka Circle,North Karnataka Region,Chikodi Division,Chikalwal B.O,BO,Delivery,BELAGAVI,KARNATAKA,,,,,,,,,,
67169,Tiny Tots Play School-Ruby,"32, New Bank Colony Jambudeep, Do Batti Road, Do Batti, Ratlam - 457001",457001,Hot Lead,Madhya Pradesh Circle,Indore Region,Ratlam Division,Dhamnod B.O,BO,Delivery,RATLAM,MADHYA PRADESH,,,,,,,,,,
67170,Ignited Minds International School-Vijay,Address Ignited Minds. 402. Orchid Business Centre. Marol Military Road Andheri East Mumbai 400059,400059,Hot Lead,Maharashtra Circle,Mumbai Region,Mumbai City North Division,J.B. Nagar S.O,PO,Delivery,MUMBAI SUBURBAN,MAHARASHTRA,,,,,,,,,,
67175,Little World International Play School,"No.259, Agara Bus Stop, Outer Ring Rd, beside Agara Flyover, Agara Village, 1st Sector, HSR Layout, Bengaluru, Karnataka 560102, Phone: 098800 71870",560102,Hot Lead,Karnataka Circle,Bengaluru HQ Region,Bengaluru South Division,HSR Layout S.O,PO,Delivery,BENGALURU URBAN,KARNATAKA,,,,,,,,,,
67175,Little World International Play School,"No.259, Agara Bus Stop, Outer Ring Rd, beside Agara Flyover, Agara Village, 1st Sector, HSR Layout, Bengaluru, Karnataka 560102",560102,GharWapisi,Karnataka Circle,Bengaluru HQ Region,Bengaluru South Division,HSR Layout S.O,PO,Delivery,BENGALURU URBAN,KARNATAKA,,,,,,,,,,
67176,MRUN balika school,"Govindpur Goriyon Rd, Govindpur Goriyon, Uttar Pradesh 212217",212217,Hot Lead,Uttar Pradesh Circle,Allahabad Region,Allahabad Division,Samsabad BO,BO,Delivery,KAUSHAMBI,UTTAR PRADESH,,,,,,,,,,
67177,kids planet school,"Kids Planet Convent School, Jhattra Road, Zira, Jhattra Road, Ferozepur, Firozepur, Punjab, 142047",142047,Hot Lead,Punjab Circle,Punjab West Region,Ferozpur Division,Dhandian BO,BO,Delivery,FIROZEPUR,PUNJAB,,,,,,,,,,
67179,Medhaam Preschool & Daycare,"Medhaam Preschool & Daycare C Block, South City 1 Gurugram, Haryana 122 007 (near Rakshak apartments)",122007,Hot Lead,Haryana Circle,DivReportingCircle,Gurgaon Division,Industrial Estate SO Gurgaon,PO,Delivery,GURUGRAM,HARYANA,,,,,,,,,,
67180,Anshul Vidya Mandir,"Vrindavandham Bagh Road, Jobat, Dist. Alirajpur (M.P.) 457887",457887,Hot Lead,Madhya Pradesh Circle,Indore Region,Ratlam Division,Badaundwa B.O,BO,Delivery,ALIRAJPUR,MADHYA PRADESH,,,,,,,,,,
67187,mansarowar public high school,"M P Nagar, Satai Road, Green Avenue Colony, Chhatarpur - 471001 (Gali No 02), Satai-Chhatarpur Rd, Ambedkar Nagar, Chhatarpur, Madhya Pradesh 471001",471001,Hot Lead,Madhya Pradesh Circle,Jabalpur Region,Chhatarpur Division,Dhadari B.O,BO,Delivery,CHHATARPUR,MADHYA PRADESH,,,,,,,,,,
67193,Hillside college of pharmacy @ research centre,"9, Kanakapura Rd, Raghuvanahalli, Bangalore City Municipal Corporation Layout, Bengaluru, Karnataka 560062",560062,Hot Lead,Karnataka Circle,Bengaluru HQ Region,Bengaluru South Division,Doddakallasandra S.O,PO,Delivery,BENGALURU URBAN,KARNATAKA,,,,,,,,,,
67204,KHARAGPUR PVT. INDUSTRIAL TRAINING INSTITUTE-Suman Aacharya,"Walipur Bus Stand (NH-6), Kharagpur - 1, Walipur, Kharagpur, West Bengal 721301",721301,Hot Lead,West Bengal Circle,South Bengal Region,Midnapore Division,Balarampur BO,BO,Delivery,MEDINIPUR WEST,WEST BENGAL,,,,,,,,,,
67208,Ganga Sheel Group of Medical College,"Kamua, Bisalpur Road Bareilly (U.P) 243001",243001,Hot Lead,Uttar Pradesh Circle,Bareilly Region,Bareilly Division,Bareilly HO,HO,Delivery,BAREILLY,UTTAR PRADESH,,,,,,,,,,
67210,DPS,"Near sub divisional office, Nirmali, India, 847452",847452,Hot Lead,Bihar Circle,"East Region, Bhagalpur",Saharsa Division,Mungraha,BO,Delivery,SUPAUL,BIHAR,,,,,,,,,,
67213,Contai Public School,"Contai Public School , Add- Dakshin Gopinathpur, P.O.- Contai Super Market, Distt- Purba Medinipur, West Bengal, Pin No.- 721402, Phone No. - 9734482037/ 9432427407",721402,Existing School,West Bengal Circle,South Bengal Region,Contai Division,Contai Super Market SO,PO,Delivery,MEDINIPUR EAST,WEST BENGAL,,,,,,,,,,
67227,Sunrise International School-Sudhakar Reddy Madireddy,"Deendar Palli, Bhakarapeta, Andhra Pradesh 517194",517194,Hot Lead,Andhra Pradesh Circle,Kurnool Region,Tirupati Division,Bodevandlapalle B.O,BO,Delivery,CHITTOOR,ANDHRA PRADESH,,,,,,,,,,
67228,Global Oriental Public School-Shamshad Ahmad,"Patherdewa, Deoria , Uttar Pradesh, 274404 Near Police Chowki",274404,Hot Lead,Uttar Pradesh Circle,Gorakhpur Region,Deoria Division,Bishunpura Bazar BO,BO,Delivery,DEORIA,UTTAR PRADESH,,,,,,,,,,
67256,Eastern Residential Public School,"Ramol , Pachgachhi road, Azamnagar
Salmari, Bihar 855113
India",855113,GharWapisi,Bihar Circle,"East Region, Bhagalpur",Divisional Office Katihar,Dhumnagar BO,BO,Delivery,KATIHAR,BIHAR,,,,,,,,,,
67375,Life Vision Academy,"near new Tehsil, Civil Lines, Lalitpur, Uttar Pradesh 284403 Contact- 88405 29156",284403,GharWapisi,Uttar Pradesh Circle,Agra Region,Jhansi Division,Ronda,BO,Delivery,LALITPUR,UTTAR PRADESH,,,,,,,,,,
67375,Life Vision Academy-Suhail,"Kadwaya, Madhya Pradesh 473335",473335,GharWapisi,Madhya Pradesh Circle,DivReportingCircle,Guna Division,Mahidpur B.O,BO,Delivery,ASHOKNAGAR,MADHYA PRADESH,,,,,,,,,,
67413,Labbaik Scholars school,"Labbaik scholars school, 80B Dr. Sundari mohan,Avenue,Kolkata 700014, near 1st floor,Above bandan bank.",700014,Hot Lead,West Bengal Circle,Kolkata Region,Kolkata East Division,Intally SO,PO,Delivery,KOLKATA,WEST BENGAL,,,,,,,,,,
67457,Third Millennium Public School Nowshera,"amar bagh bela, ward no 01 ,Nowsher 185151",185151,Existing School,Jammukashmir Circle,DivReportingCircle,Rajouri Division,Bajnoa BO,BO,Delivery,RAJOURI,JAMMU AND KASHMIR,,,,,,,,,,
67513,WAVE INTERNATIONAL SCHOOL-Krishna Kumar,"Siyantand, Baramasia, Jharkhand 815312",815312,Hot Lead,Jharkhand Circle,DivReportingCircle,Giridih Division,Barkitand BO,BO,Delivery,GIRIDIH,JHARKHAND,,,,,,,,,,
67622,AKC Education,"AKC SCHOOL, NARBADA NAGAR CHAMTI KHERA ROAD CHITTORGARH, pin 312001, Rajsthan, Mo.No 94142 02332",312001,Existing School,Rajasthan Circle,Ajmer Region,Chittorgarh Division,Chittorgarh H.O,HO,Delivery,CHITTORGARH,RAJASTHAN,,,,,,,,,,
67674,Gurukul Vidyalaya,"Bhaisana, Jogipura, Madhya Pradesh 465685",465685,GharWapisi,Madhya Pradesh Circle,Indore Region,Sehore Division,Hinotiya B.O,BO,Delivery,RAJGARH,MADHYA PRADESH,,,,,,,,,,
67680,K N Patel School-Payal Siddhapura,"Shayona Green, KNPIS Shankus Green Memories Party Plot Lane, Besides, Gota, Ahmedabad, Gujarat 382481",382481,Hot Lead,Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Chandlodia SO,PO,Delivery,AHMADABAD,GUJARAT,,,,,,,,,,
67682,vardhman higher secondary schoolMohit Gandhi,"Police Station, CM - 8 & 9, near Hira Nagar, Sector CH, Sukhlia, Indore, Madhya Pradesh 452010",452010,Hot Lead,Madhya Pradesh Circle,Indore Region,Indore City Division,Vijay Nagar S.O,PO,Delivery,INDORE,MADHYA PRADESH,,,,,,,,,,
67706,Birsa residential school,"saldega,PO/PS dist simdega(JH) 835223",835223,Existing School,Jharkhand Circle,DivReportingCircle,Ranchi Division,Jokbahar BO,BO,Delivery,SIMDEGA,JHARKHAND,,,,,,,,,,
67708,Gurukulam-Sivanesan Kandaiah,"Alangirankadu Road, Aranthangi, Pudukkottai, Tamil Nadu, 614624, India",614624,Hot Lead,Tamilnadu Circle,"Central Region, Trichirapalli",Pudukkottai Division,Avanathankottai B.O,BO,Delivery,PUDUKKOTTAI,TAMIL NADU,,,,,,,,,,
67767,Muskan International School,"Muskan International School Kantabanji, Dist: Bolangir, State: Odisha, Pin code: 767039",767039,Existing School,Odisha Circle,Sambalpur Region,Balangir Division,Bichhubahali B.O,BO,Delivery,BALANGIR,ODISHA,,,,,,,,,,
67768,Sham Golden Academy,"Sham Golden Academy, 36/D, Topsia Road (East) Kolkata - Pin -700100, Uttar Panchanna Gram",700100,Existing School,West Bengal Circle,Kolkata Region,Kolkata East Division,Vip Nagar SO,PO,Delivery,KOLKATA,WEST BENGAL,,,,,,,,,,
67793,Sai School of Education-Vipul Sharma,"Sai School of Education,Near Power House, Poonch, Pincode :185101",185101,GharWapisi,Jammukashmir Circle,DivReportingCircle,Rajouri Division,Kalai BO,BO,Delivery,POONCH,JAMMU AND KASHMIR,,,,,,,,,,
67838,Dewan Global School Kids,"21, 3, PNB Rd, Sector 3, Jagrati Vihar, Meerut, Uttar Pradesh 250004",250004,GharWapisi,Uttar Pradesh Circle,Bareilly Region,Meerut Division,Murlipur Phool BO,BO,Delivery,MEERUT,UTTAR PRADESH,,,,,,,,,,
67851,Shiv shakti international School,"Nambiyampalayam Village, Avinashi Taluk, Thekkalur Post, Tiruppur - 641654 Contact - 9943607071",641654,Positive Demo,Tamilnadu Circle,"Western Region, Coimbatore",Tirupur Division,Sembianallur BO,BO,Delivery,TIRUPPUR,TAMIL NADU,,,,,,,,,,
67891,Jnanodaya English Medium Public School-Vijay Kumar Harale,"Bull-temple road, Shankara Park, Shankarapuram, Bangalore – 560 004",560004,GharWapisi,Karnataka Circle,Bengaluru HQ Region,Bengaluru South Division,Basavanagudi H.O,HO,Delivery,BENGALURU URBAN,KARNATAKA,,,,,,,,,,
67910,Praveen Vidyapeeth-Deepak Jadon,"NH2, Sirsaganj, Jugmudi, Uttar Pradesh 283151",283151,Hot Lead,Uttar Pradesh Circle,Agra Region,Mainpuri Division,Jaymai BO,BO,Delivery,FIROZABAD,UTTAR PRADESH,,,,,,,,,,
67952,RED ROSE PLAY SCHOOL-AMIT KUMAR BHARDWAJ,"Baraut, Baoli Road, Baraut Baghpat, Baraut - 250611 (Near Cheap Gun House)",250611,GharWapisi,Uttar Pradesh Circle,Bareilly Region,Meerut Division,Chaubli BO,BO,Delivery,BAGHPAT,UTTAR PRADESH,,,,,,,,,,
67986,Brilliant Public School-Deep Parmar,"kasturi courtyard, 247-248, near new rto office, transport nagar, Kokta, Bhopal, Madhya Pradesh 462022",462022,GharWapisi,Madhya Pradesh Circle,DivReportingCircle,Bhopal Division,SOS BALGRAM B.O,BO,Delivery,BHOPAL,MADHYA PRADESH,,,,,,,,,,
67995,Kidzee Pre School-Geeta Ahuja,"New Mondha, Parbhani, Maharashtra 431401",431401,Hot Lead,Maharashtra Circle,Aurangabad Region,Pharbhani Division,Parbhani H.O,HO,Delivery,PARBHANI,MAHARASHTRA,,,,,,,,,,
68022,sunshine public school,"Sunshine Public School, Jind Road, Kaithal, Kaithal, India, Haryana (136027)",136027,Hot Lead,Haryana Circle,DivReportingCircle,Kurukshetra Division,Geong B.O,BO,Delivery,KAITHAL,HARYANA,,,,,,,,,,
68053,The Mount School,"Chakmusa Road, Patna Aurangabad Road, Phulwarisharif, Patna - 801505 (Near Nakti Bhawani)",801505,Hot Lead,Bihar Circle,DivReportingCircle,Patna Division,MOBARAKPUR BO,BO,Delivery,PATNA,BIHAR,,,,,,,,,,
68053,The Mount School,"Near AIIMS, Naktibhawani,Khagaul Naubatpur Road
Patna, India 801105",801105,GharWapisi,Bihar Circle,DivReportingCircle,Patna Division,MKURJI BO,BO,Delivery,PATNA,BIHAR,,,,,,,,,,
68061,Mount Valley International School,"N.H. 76, Near Sukhwara Bus Stand, Sukhwara, Distt.- Chittorgarh (Raj) 312602",312602,Existing School,Rajasthan Circle,Ajmer Region,Chittorgarh Division,Bhalundi B.O,BO,Delivery,CHITTORGARH,RAJASTHAN,,,,,,,,,,
68061,Mount Valley International School-Ramniwas Dhakar,"Mount Valley International School Sarlai, Peeo Sukhwara, Bhadesar Chittaurgarh Sarlai1 (pincode: 312613) Rajasthan.",312613,Hot Lead,Rajasthan Circle,Ajmer Region,Chittorgarh Division,Kannoj B.O,BO,Delivery,CHITTORGARH,RAJASTHAN,,,,,,,,,,
68061,Mount Valley International School-Ramniwas Dhakar,"Sukhwara, Chittaurgarh, India, Rajasthan 312613",312613,GharWapisi,Rajasthan Circle,Ajmer Region,Chittorgarh Division,Kannoj B.O,BO,Delivery,CHITTORGARH,RAJASTHAN,,,,,,,,,,
68081,om Gyan Kendra -Hemendra Agrawal,"Om Gyan Kendra, Shivpuri Block B, Saloda Road, Gangapur, Rajasthan 322201",322201,Hot Lead,Rajasthan Circle,DivReportingCircle,Sawaimadhopur Division,Badhkalan BO,BO,Delivery,SAWAI MADHOPUR,RAJASTHAN,,,,,,,,,,
68085,"AHA Public School, Chapra-Gulam Jilani","Jalalpur, Chapra, NH-85, Saran, Bihar 841301",841301,Hot Lead,Bihar Circle,Muzaffarpur Region,Saran Division,Chapra HO,HO,Delivery,SARAN,BIHAR,,,,,,,,,,
68096,P. S. KHUBBA CBSE SCHOOL LATUR,"Prabhu Estate, Khubba Nagar, Basveshwar Chouk (East, Ring Rd, Latur, Maharashtra 413512",413512,GharWapisi,Maharashtra Circle,Aurangabad Region,Osmanabad Division,Latur H.O,HO,Delivery,LATUR,MAHARASHTRA,,,,,,,,,,
68143,RISING BUDS PUBLIC SCHOOL,"POORE BADAL WARD, NAGAR PANCHAYAT SUBEHA, BARABANKI 225125",225125,Existing School,Uttar Pradesh Circle,Lucknow HQ Region,Barabanki Division,Chiraiya BO,BO,Delivery,BARABANKI,UTTAR PRADESH,,,,,,,,,,
68148,dream valley school-Khader Mohd,"Dewdi,Karam ali khan Tappa Chabutra, Karwan Rd, Hyderabad, Telangana 500006",500006,Hot Lead,Telangana Circle,Hyderabad City Region,Hyderabad City Division,Karwan Sahu S.O,PO,Delivery,HYDERABAD,TELANGANA,,,,,,,,,,
68178,Vivekanand Shiksa Samiti Maulasar,"NEAR SAI TEMPLE,JHAROD ROAD,MAULASAR,NAGAUR,341506",341506,GharWapisi,Rajasthan Circle,Jodhpur Region,Nagaur Division,Nimod B.O,BO,Delivery,NAGAUR,RAJASTHAN,,,,,,,,,,
68185,"St Joseph World School, Karhal-Navneet Yadav","Saifai Bypass Karhal (Near Police Station, Uttar Pradesh 205264",205264,Hot Lead,Uttar Pradesh Circle,Agra Region,Mainpuri Division,Kirthua BO,BO,Delivery,MAINPURI,UTTAR PRADESH,,,,,,,,,,
68241,Sir Isaac Newton school,"Velankanni Road, Pappakoil, Nagapattinam, Tamil Nadu 611102",611102,GharWapisi,Tamilnadu Circle,"Central Region, Trichirapalli",Nagapattinam Division,Aymazhai B.O,BO,Delivery,NAGAPATTINAM,TAMIL NADU,,,,,,,,,,
68246,Shree Sai Gurukul Prashanta Kumar Sahoo,"Sankharo, PBarapur, Basudevpur, Bhadrak State, 756046",756046,GharWapisi,Odisha Circle,DivReportingCircle,Balasore Division,Barahapur B.O,BO,Delivery,BHADRAK,ODISHA,,,,,,,,,,
68252,Star Hybrid School,"Deoria Bypass Tiraha behind icici bank, near Om Supar Bazaar, Gorakhpur, Uttar Pradesh, 273002",273002,GharWapisi,Uttar Pradesh Circle,Gorakhpur Region,Gorakhpur Division,Sonbarsa Bazar BO,BO,Delivery,GORAKHPUR,UTTAR PRADESH,,,,,,,,,,
68270,Simna Public School-Imran khan,"Chikhli, Rajnandgaon - 491441 (Pond, Raman Bazar)",491441,Hot Lead,Chattisgarh Circle,DivReportingCircle,Durg Division,Pendri BO,BO,Delivery,RAJNANDGAON,CHHATTISGARH,,,,,,,,,,
68273,crown public school,"114, Sant Nagar, near Sant Nagar garden Sawer Road, Ujjain, Madhya Pradesh 456001",456001,GharWapisi,Madhya Pradesh Circle,Indore Region,Ujjain Division,Ujjain H.O,HO,Delivery,UJJAIN,MADHYA PRADESH,,,,,,,,,,
68311,MAXX WORLD SCHOOL,"R5X7+373, Bajaura, Himachal Pradesh 175125",175125,Hot Lead,Himachal Pradesh Circle,DivReportingCircle,Mandi Division,Rahla BO,BO,Delivery,MANDI,HIMACHAL PRADESH,,,,,,,,,,
68311,MAXX WORLD SCHOOL,Garsa Rd. Bajaura Kullu HP 175141,175141,GharWapisi,Himachal Pradesh Circle,DivReportingCircle,Mandi Division,Dyar BO,BO,Delivery,KULLU,HIMACHAL PRADESH,,,,,,,,,,
68317,Shri Hari Vidyaniketan-rajesh kumar meher,"Padarparapara, Tarbha, Odisha 767016",767016,Hot Lead,Odisha Circle,Sambalpur Region,Balangir Division,Brahmani B.O,BO,Delivery,SONEPUR,ODISHA,,,,,,,,,,
68328,Sardonyx School - Jhajha-M Akhtar Sardonyx,"Domar Pokhar, Sohajana, Jhajha, Jamui-811308,",811308,Hot Lead,Bihar Circle,"East Region, Bhagalpur",Munger Division,Batia BO,BO,Delivery,JAMUI,BIHAR,,,,,,,,,,
68349,GLOBAL MONTESSORI HOUSE,"HSR Layout, Sector 1, Beside Agara Flyover, Bangalore 560102, Karnataka",560102,GharWapisi,Karnataka Circle,Bengaluru HQ Region,Bengaluru South Division,HSR Layout S.O,PO,Delivery,BENGALURU URBAN,KARNATAKA,,,,,,,,,,
68352,Alfa Advanced School,"Jodhpur Bilara Padasla Kallan, Gps Np Pipad Shahar_Ward No. 9 Rajasthan India 342601",342601,Hot Lead,Rajasthan Circle,Jodhpur Region,Jodhpur Division,Buchakallan BO,BO,Delivery,JODHPUR,RAJASTHAN,,,,,,,,,,
68361,Sanskriti Public School,"In front of guest house,
Shivpuri-Jhansi(NH25) Road,
Karera, Dist. Shivpuri (M.P.)
Pincode – 473660",473660,GharWapisi,Madhya Pradesh Circle,DivReportingCircle,Guna Division,Amola B.O,BO,Delivery,SHIVPURI,MADHYA PRADESH,,,,,,,,,,
68365,Empire College Of Science,"Moodal, Kuttippuram, Kerala 679571",679571,Hot Lead,Kerala Circle,Calicut Region,Tirur Division,Payinkanniyur BO,BO,Delivery,MALAPPURAM,KERALA,,,,,,,,,,
68366,ARQAM ENGLISH SCHOOL,"TATA NAGAR ,NEAR SUNNI JAMA MASJID OPP,C’BLOCK DEONAR MUNICIPAL COLONY GOVANDI MUMBAI 400043",400043,GharWapisi,Maharashtra Circle,Mumbai Region,Mumbai City North East Division,Shivaji Nagar SO Mumbai,PO,Delivery,MUMBAI SUBURBAN,MAHARASHTRA,,,,,,,,,,
68368,Sri Sai concept school-K.Reddeiah,"Kurnool - Ongole Main Rd, Samatha Nagar, Sujatha Nagar, Ongole, Andhra Pradesh 523002",523002,Hot Lead,Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,Lawyer Pet (O) S.O,PO,Delivery,PRAKASAM,ANDHRA PRADESH,,,,,,,,,,
68375,Sunshine public school,"16/7 dodda gollarahatti, magadi, main road , banglore - 560091",560091,Existing School,Karnataka Circle,Bengaluru HQ Region,Bengaluru West Division,Bapagrama B.O,BO,Delivery,BENGALURU URBAN,KARNATAKA,,,,,,,,,,
68376,Gurukul Vidya Bhawan,"Gurukul Vidhya Bhawan Sec.School ,Address- Near Talab , Amrakunj,Dahod Road Thikariya, Banswara (Raj.), Pin Code-327001",327001,Existing School,Rajasthan Circle,Ajmer Region,Dungarpur Division,Jhupel B.O,BO,Delivery,BANSWARA,RAJASTHAN,,,,,,,,,,
68379,"Bachpan and Seven Star Convent School, Khunkhuna Station - Dinesh","Maulasar Rd, Maulasar, Rajasthan 341506, India",341506,GharWapisi,Rajasthan Circle,Jodhpur Region,Nagaur Division,Nimod B.O,BO,Delivery,NAGAUR,RAJASTHAN,,,,,,,,,,
68396,Bright Line Education,"Vpo Tikker, Shimla, India, Himachal Pradesh 173217",173217,GharWapisi,Himachal Pradesh Circle,DivReportingCircle,Solan Division,Dangheel BO,BO,Delivery,SOLAN,HIMACHAL PRADESH,,,,,,,,,,
68398,Baba Aapo Aap Guru Nanak Public School,"Nabha-Dhuri Link Road (SH-12A), Mansoorpur (Chhintanwala) Tehsil: Nabha District: Patiala, Punjab, INDIA, Sangrur - Nabha Rd, Chhintanwala, Punjab 147201, India",147201,GharWapisi,Punjab Circle,DivReportingCircle,Patiala Division,Babarpur BO,BO,Delivery,PATIALA,PUNJAB,,,,,,,,,,
68400,SVM CHILDRENS ACADEMY,"svm children's academy,diwan anagar khora bisal, Jairampura road, Jaipur, Pin - 302012",302012,Existing School,Rajasthan Circle,DivReportingCircle,Jaipur City Division,Hathoj B.O,BO,Delivery,JAIPUR,RAJASTHAN,,,,,,,,,,
68402,Gurukul International School,"Samarth Complex, Near Samarth Petroleum, Nashik-Saputara Highway, Dindori , Dindori, India, Maharashtra 422202",422202,Existing School,Maharashtra Circle,Navi Mumbai Region,Nasik Division,Indore B.O,BO,Delivery,NASHIK,MAHARASHTRA,,,,,,,,,,
68417,Shree Narsingh Vidhya Higher Secondary School-Sunil Kumar Upadhyay,"samba Ghagwal,M.S Radial Naran, Jammu & Kashmir 184141",184141,Existing School,Jammukashmir Circle,DivReportingCircle,Jammu Division,Jatwal BO,BO,Delivery,SAMBA,JAMMU AND KASHMIR,,,,,,,,,,
68585,Rose Public School,"V & Po Suliali Teh Nurpur Distt Kangra, Himachal Pradesh, 176211",176211,GharWapisi,Himachal Pradesh Circle,DivReportingCircle,Dharamsala Division,Hadal Uparli BO,BO,Delivery,KANGRA,HIMACHAL PRADESH,,,,,,,,,,
68597,Vipul Educational Institution,VIPUL PUBLIC SCHOOL Dungra chhota Teh. Sajjangarh Dist. Banswara Rajasthan 327602,327602,Existing School,Rajasthan Circle,Ajmer Region,Dungarpur Division,Andheshwar B.O,BO,Delivery,BANSWARA,RAJASTHAN,,,,,,,,,,
68624,YUG NIRMAN SHIKSHAN SANSTHAN SENIOR SECONDARY SCHOOL,"Yug Nirman shikshan sansthan inter college,Deoria Khas,,District -Deoria,State -U P,Pin code -274001",274001,Existing School,Uttar Pradesh Circle,Gorakhpur Region,Deoria Division,Deoria HO,HO,Delivery,DEORIA,UTTAR PRADESH,,,,,,,,,,
68638,Oriental Naga Academy-Khathing Luiram,"39W9+2G7, Ukhrul, Manipur 795142",795142,Hot Lead,North Eastern Circle,North Eastern Region,Manipur Division,Kharasom B.O,BO,Delivery,UKHRUL,MANIPUR,,,,,,,,,,
68640,LIMRA INSTITUTE (temporatr,ly closed),,,,,,,,,,,,,,,,,,,,
68650,Chaitanya Gurukul,"Mehkar Rd, DIST:, Chikhli, Maharashtra 443201",443201,GharWapisi,Maharashtra Circle,Nagpur Region,Buldana Division,Bharosa B.O,BO,Delivery,BULDHANA,MAHARASHTRA,,,,,,,,,,
68664,Shan-E-Sleeba Vidhya Mandir,"Adarsh Nagar, Kaytha, Tarana, Ujjain, M.P., Tarana, Ujjain - 456665",456665,GharWapisi,Madhya Pradesh Circle,Indore Region,Ujjain Division,Khajuria B.O,BO,Delivery,UJJAIN,MADHYA PRADESH,,,,,,,,,,
68672,SKS Doon World School-Vishnu Varshney,"SH 43, Budaun, Jakhaulia, Uttar Pradesh 243726,",243726,Hot Lead,Uttar Pradesh Circle,Bareilly Region,Budaun Division,Sohi BO,BO,Delivery,BUDAUN,UTTAR PRADESH,,,,,,,,,,
68678,Dream Valley Educational Institute-Altaf Maqbool,"Dream Valley Educational Institute Tangdar, District Kupwara, Tehsil Tarathpora, Pincode 193224",193224,Existing School,Jammukashmir Circle,DivReportingCircle,Baramulla Division,Aloosa B.O,BO,Delivery,KUPWARA,JAMMU AND KASHMIR,,,,,,,,,,
68685,GVJ International School,"Uppathur Rd, N. Venkateshwarapuram, Sattur, Peddureddipatti, Tamil Nadu 626205",626205,GharWapisi,Tamilnadu Circle,"Southern Region, Madurai",Virudhunagar Division,Mulliseval BO,BO,Delivery,VIRUDHUNAGAR,TAMIL NADU,,,,,,,,,,
68703,Elite Global School-Bhagirath Singh Rawat,"ROAD, Delanpur, Sailana, Madhya Pradesh 457001",457001,Hot Lead,Madhya Pradesh Circle,Indore Region,Ratlam Division,Dhamnod B.O,BO,Delivery,RATLAM,MADHYA PRADESH,,,,,,,,,,
68728,Shemford futuristic school kupwara- John Mohd,"Birpur, adjoining Imperial Resorts, Jammu, Jammu and Kashmir 181133",181133,Hot Lead,Jammukashmir Circle,DivReportingCircle,Jammu Division,Birpur BO,BO,Delivery,SAMBA,JAMMU AND KASHMIR,,,,,,,,,,
68729,"Vision Public School, Nagda","Vision Public School, 28/5, Prakash Nagar, Nagda Jn. 456335",456335,Existing School,Madhya Pradesh Circle,Indore Region,Ujjain Division,Banbana B.O,BO,Delivery,UJJAIN,MADHYA PRADESH,,,,,,,,,,
68733,GOLDEN VALLEY H S SCHOOL-Joydip Deb,"GOLDEN VALLEY H S SCHOOL, PADMAPUR, DHARMANAGAR, PIN 799250, TRIPURA",799250,Existing School,North Eastern Circle,Shillong HQ Region,Dharmanagar Division,Dharmanagar H.O,HO,Delivery,North Tripura,TRIPURA,,,,,,,,,,
68740,D.P.S.D Public School,"KANNAUJ BYPASS ROAD

BILGRAM DIST.HARDOI

UTTARPRADESH 241301",241301,GharWapisi,Uttar Pradesh Circle,Bareilly Region,Hardoi Division,Andharra BO,BO,Delivery,HARDOI,UTTAR PRADESH,,,,,,,,,,
68741,Rani Bhabani Vidyaniketan,"Rani Bhabani Vidyaniketan , Index No:-E3-099, Saderghat. Raghunathganj.Murshidabad, Pin -742225 , Phone - 03483356008/7407605008,9434441529",742225,Existing School,West Bengal Circle,Kolkata Region,Murshidabad Division,Raghunathganj HO,HO,Delivery,MURSHIDABAD,WEST BENGAL,,,,,,,,,,
68746,St.Anns College,"12-2-823, ST. ANNS COLLEGE, A/45, St Anns Rd, Santosh Nagar, Mehdipatnam, Hyderabad, Telangana 500028",500028,GharWapisi,Telangana Circle,Hyderabad City Region,Hyderabad City Division,Humayunnagar S.O,PO,Delivery,HYDERABAD,TELANGANA,,,,,,,,,,
68749,Creative Corner Pre School,"2129, Block A, Sector 10, Urban Estate, Jind, Haryana 126102",126102,GharWapisi,Haryana Circle,DivReportingCircle,Karnal Division,Ram Rai B.O,BO,Delivery,JIND,HARYANA,,,,,,,,,,
68757,Vedic Indian School-Naveen Kumar Nandey,"Harishankar lane, opposite aditya vision 7004508433, Haji Nagar Colony, Mithanpura, Muzaffarpur, Bihar 842002",842002,Hot Lead,Bihar Circle,Muzaffarpur Region,Muzaffarpur Division,Mushahari Farm BO,BO,Delivery,MUZAFFARPUR,BIHAR,,,,,,,,,,
68775,Yash Group of Institutes,Near Railway station Satona Kh TQ. Partur Dist Jalna Maharashtra 431502.,431502,Existing School,Maharashtra Circle,Aurangabad Region,Pharbhani Division,Mapegaon B.O,BO,Delivery,JALNA,MAHARASHTRA,,,,,,,,,,
